Community,General.habitat,Description,Source,Consumer,Resource,D,Cmass,Rmass,Log10Cmass,Log10Rmass,log10AvkRC,SDLog10RMass,SELog10RMass,MinLog10RMass,MaxLog10RMass,RanLog10RMass,MedLog10RMass,log10MedkRC
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Vaunthompsonia indermis,1,3,0.0000074,2.81E-010,-5.13076828,-9.5512936801,-4.4205253998,NA,NA,-9.5512936801,-9.5512936801,0,-9.5512936801,-4.4205254001
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Vibillia antarctica,1,3,9.39E-008,0.000000168,-7.02733441,-6.7746907183,0.2526436895,NA,NA,-6.7746907183,-6.7746907183,0,-6.7746907183,0.2526436917
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Vibillia stebbingi,1,3,9.39E-008,0.000000168,-7.02733441,-6.7746907183,0.2526436895,NA,NA,-6.7746907183,-6.7746907183,0,-6.7746907183,0.2526436917
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Waldeckia obesa,2,2,0.0000701,0.0046453399,-4.15428198,-2.3329824995,1.8212994825,0.9866215531,0.6976467906,-3.0306292902,-1.6353357089,1.3952935813,-2.3329824995,1.8212994805
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Acari pred,1,2,0.00000001,0.00000001,-8,-8,-8.67894719897959E-016,NA,NA,-8,-8,0,-8,0
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Acupalpus flavicollis,8,2,0.0000007,1.8137349824098E-006,-6.15490196,-5.7414261705,0.4134757895,0.3304970043,0.1168483364,-6.1758741661,-5.2676062402,0.9082679259,-5.674360993,0.480540967
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Anguis fragilis,5,2,0.02,2.09986199244407E-006,-1.69897,-5.6778092471,-3.9788392428,0.5136572888,0.229714523,-6.5528419687,-5.2572748687,1.2955671,-5.5528419687,-3.8538719687
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Antistea elegans (Blackwall 1841),8,2,0.000000373,2.16518323873402E-007,-6.42829117,-6.6645053436,-0.2362141754,0.7749857514,0.2739988401,-7.5622494372,-5.6595558852,1.902693552,-7.0066141329,-0.5783229629
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Argiope bruennichi (Scopoli 1772),11,3,0.0000423,3.49491560714964E-005,-4.37365963,-4.4565633068,-0.0829036742,0.6461607364,0.1948247924,-5.6989700043,-3.7569619513,1.942008053,-4.1765257708,0.1971338592
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Bryaxis sp,2,2,0.000000043,0.00000001,-7.36653154,-8,-0.6334684556,0,0,-8,-8,0,-8,-0.63346846
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Chrysops relictus (Meigen),2,2,0.00000605,10,-5.21824462,1,6.2182446253,0.4257207025,0.3010299957,0.6989700043,1.3010299957,0.6020599913,1,6.21824462
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Clubiona sp,5,2,0.000000257,0.000000274,-6.59006688,-6.5622775258,0.0277893509,0.6907650168,0.3089195068,-7.1007268127,-5.8068754016,1.293851411,-7,-0.40993312
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Clubiona subtilis L. Koch 1867,5,2,0.000000227,0.000000346,-6.64397414,-6.4609088985,0.1830652443,0.6269345246,0.2803736429,-7.1007268127,-5.8068754016,1.293851411,-6.5900668767,0.0539072633
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Culex sp,1,2,0.00000025,0.013,-6.60205999,-1.8860566477,4.7160033436,NA,NA,-1.8860566477,-1.8860566477,0,-1.8860566477,4.7160033423
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Dolichovespula sylvestris (Scopoli),10,3,0.0000231,9.41075717746461E-007,-4.63638802,-6.0263754324,-1.3899874123,0.689638394,0.2180828087,-7,-5.0315170514,1.9684829486,-6.3260911436,-1.6897031236
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Dolomedes fimbriatus (Clerck 1757),20,2,0.0000243,1.4235204032413E-005,-4.61439373,-4.8466363038,-0.2322425774,0.6095359349,0.1362963785,-5.920818754,-3.7569619513,2.1638568026,-5.044258729,-0.429864999
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Dolomedes sp,31,2,0.00000336,2.39439778458502E-006,-5.47366072,-5.620803698,-0.1471429754,0.5835758106,0.1048133097,-7,-4.3736596326,2.6263403674,-5.5528419687,-0.0791812487
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Edaphus blhweissi (Scheerp.),3,2,2.74E-008,3.51152662330792E-008,-7.56224944,-7.4545040345,0.1077454026,0.9448267275,0.5454959655,-8,-6.3635121036,1.6364878964,-8,-0.43775056
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Euaesthetus ruficapillus (Boisd.),14,2,0.000000097,2.49526258258073E-007,-7.01322827,-6.6028837458,0.41034452,0.6207407903,0.1658999545,-7.5622494372,-5.6595558852,1.902693552,-6.6727528989,0.3404753711
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Evarcha arcuata (Clerck 1757),9,3,0.000005,5.3133189175587E-007,-5.30103,-6.274634116,-0.9736041203,0.3234857231,0.1078285744,-6.6439741428,-5.7986028757,0.8453712671,-6.3467874862,-1.0457574862
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Evarcha sp,4,3,0.0000011,3.72718196513094E-007,-5.95860732,-6.428619404,-0.4700120892,0.7191048517,0.3595524259,-7.1007268127,-5.8068754016,1.293851411,-6.4034377008,-0.4448303808
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Falco subbuteo,7,3,0.21,8.28245494532734E-005,-0.6777807,-4.0818409179,-3.4040602126,0.176217025,0.066603775,-4.2958494832,-3.7569619513,0.5388875318,-4.1007268127,-3.4229461127
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Formica sp,36,2,0.0000007,7.12449936508691E-007,-6.15490196,-6.1472456479,0.0076563121,0.6792851825,0.1132141971,-7.5622494372,-4.8728952016,2.6893542355,-6.0567546374,0.0981473226
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Gongylidiellum murcidum Simon 1884,1,2,0.0000001,2.74E-008,-7,-7.5622494372,-0.5622494372,NA,NA,-7.5622494372,-7.5622494372,0,-7.5622494372,-0.5622494372
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Haematopota sp,2,2,0.0000093,10,-5.03151705,1,6.0315170514,0.4257207025,0.3010299957,0.6989700043,1.3010299957,0.6020599913,1,6.03151705
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Lacerta agilis,9,2,0.01,5.48163991242692E-006,-2,-5.2610894966,-3.2610894966,0.7254514709,0.241817157,-6.5528419687,-4.1765257708,2.3763161978,-5.3372421683,-3.3372421683
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Larinioides cornutus (Clerck 1757),12,3,0.0000297,1.17038338713405E-005,-4.52724355,-4.9316718514,-0.4044283007,0.7243560797,0.2091035888,-5.920818754,-3.7569619513,2.1638568026,-5.1248808384,-0.5976372884
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Larinioides sp,11,3,0.00000315,8.67661720052435E-007,-5.50168945,-6.0616495626,-0.5599601163,0.4886190063,0.1473241736,-7,-5.49757288,1.50242712,-5.920818754,-0.419129304
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Lesteva sicula (Er.),22,2,0.0000005,3.65400230218732E-007,-6.30103,-6.4372311834,-0.1362011877,0.6063828589,0.1292812599,-7.5622494372,-5.5528419687,2.0094074685,-6.3875393272,-0.0865093272
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Locustella naevia,55,2,0.013,2.97126573234535E-006,-1.88605665,-5.5270585057,-3.641001858,0.8068834532,0.1088001426,-7,-3.7569619513,3.2430380487,-5.5528419687,-3.6667853187
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Mangora acalypha (Walckenaer 1802),3,3,0.0000001,5.79579560538712E-007,-7,-6.2368869388,0.7631130612,0.7448018301,0.4300115371,-7.096910013,-5.8068754016,1.2900346114,-5.8068754016,1.1931245984
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Marpissa radiata (Grube 1859),9,3,0.00000418,1.42069265722983E-006,-5.37882372,-5.8474998642,-0.4686761459,0.681876851,0.2272922837,-7,-4.8728952016,2.1271047984,-5.6197887583,-0.2409650383
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Micrommata virescens (Clerck 1757),8,2,0.0000134,4.85129026765201E-007,-4.8728952,-6.3141427394,-1.4412475378,0.372836392,0.1318175705,-7,-5.7986028757,1.2013971243,-6.3260911436,-1.4531959436
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Natrix natrix,3,2,0.1,0.0191293118,-1,-1.7183006533,-0.7183006533,0.2725486465,0.1573560344,-2,-1.4559319556,0.5440680444,-1.6989700043,-0.6989700043
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Neon valentulus Falconer 1912,3,2,0.000000121,0.000000049,-6.91721463,-7.3095936605,-0.3923790308,0.285416449,0.1647852637,-7.5622494372,-7,0.5622494372,-7.3665315444,-0.4493169144
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Nestus carbonarius (Gyll.),25,2,0.0000003,4.69202905567401E-007,-6.52287874,-6.3286393072,0.1942394381,0.6707791063,0.1341558213,-7.5622494372,-5.0282604091,2.5339890281,-6.3010299957,0.2218487443
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Orthetrum cancellatum (L.),13,3,0.0000793,1.22318501541967E-006,-4.10072681,-5.9125078479,-1.8117810352,0.77478873,0.2148877303,-7.096910013,-4.6363880201,2.4605219929,-5.920818754,-1.820091944
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Ozyptila sp,27,2,0.00000132,0.000000656,-5.87942607,-6.1830910879,-0.3036650191,0.5689625635,0.1094968964,-7.1007268127,-5.0282604091,2.0724664036,-6.15490196,-0.27547589
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Paederus riparius (L.),24,2,0.0000028,1.42666634006353E-006,-5.55284197,-5.8456775851,-0.2928356165,0.4270813874,0.0871776232,-6.5512936801,-5.0282604091,1.523033271,-5.7853580855,-0.2325161155
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Pardosa sp,7,2,0.000000281,2.84396084631525E-007,-6.55129368,-6.546076387,0.0052172931,0.747525563,0.2825381055,-7.3665315444,-5.6595558852,1.7069756593,-7,-0.44870632
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Pirata sp,8,2,0.000000667,3.2194562854791E-007,-6.17587417,-6.4922174675,-0.3163433014,0.6331744196,0.2238609629,-7.1007268127,-5.6595558852,1.4411709275,-6.7342541549,-0.5583799849
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Pisaura mirabilis (Clerck 1757),17,2,0.00000877,4.47876551607504E-006,-5.05700041,-5.3488416743,-0.2918412676,0.3675404883,0.0891416621,-6.15490196,-4.6143937264,1.5405082336,-5.3372421683,-0.2802417583
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Robertus sp,22,2,0.00000045,6.81543502315872E-007,-6.34678749,-6.1665064183,0.1802810679,0.6257967878,0.1334203234,-7.3665315444,-5.0282604091,2.3382711353,-6.0171640144,0.3296234756
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Somatochlora sp,13,3,0.000107,1.22318501541967E-006,-3.97061622,-5.9125078479,-1.9418916256,0.77478873,0.2148877303,-7.096910013,-4.6363880201,2.4605219929,-5.920818754,-1.950202534
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Stalia boops (Schioedte),20,2,0.0000025,5.26862122560421E-007,-5.60205999,-6.2783030228,-0.6762430315,0.8374983921,0.1872703336,-8,-5.0282604091,2.9717395909,-5.9190166918,-0.3169567018
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Sympetrum sanguineum (Mller),13,3,0.0000506,1.22318501541967E-006,-4.29584948,-5.9125078479,-1.6166583647,0.77478873,0.2148877303,-7.096910013,-4.6363880201,2.4605219929,-5.920818754,-1.624969274
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Sympetrum sp,13,3,0.000083,1.22318501541967E-006,-4.08092191,-5.9125078479,-1.8315859402,0.77478873,0.2148877303,-7.096910013,-4.6363880201,2.4605219929,-5.920818754,-1.839896844
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Sympetrum striolatum (Charpentier),13,3,0.000175,1.22318501541967E-006,-3.75696195,-5.9125078479,-2.1555458966,0.77478873,0.2148877303,-7.096910013,-4.6363880201,2.4605219929,-5.920818754,-2.163856804
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Sympetrum vulgatum (L.),13,3,0.0000696,1.22318501541967E-006,-4.15739076,-5.9125078479,-1.7551170875,0.77478873,0.2148877303,-7.096910013,-4.6363880201,2.4605219929,-5.920818754,-1.763427994
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Tetragnatha extensa (L. 1758),9,3,0.000002,9.31469482942257E-007,-5.69897,-6.030831369,-0.3318613647,0.5022076877,0.1674025626,-7,-5.49757288,1.50242712,-5.920818754,-0.221848754
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Tetramorium sp,22,2,0.0000007,5.34803134049898E-007,-6.15490196,-6.2718060564,-0.1169040964,0.6982468013,0.1488667182,-7.5622494372,-5.0282604091,2.5339890281,-6.1732851966,-0.0183832366
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Thanatus sp,6,2,0.0000001,3.56066446495581E-007,-7,-6.4484689496,0.5515310504,0.6778195916,0.2767186895,-7.1007268127,-5.8068754016,1.293851411,-6.4397130344,0.5602869656
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Tibellus sp,24,2,0.0000046,1.73285761559587E-006,-5.33724217,-5.7612371207,-0.4239949523,0.5728336367,0.1169291765,-7,-5.0315170514,1.9684829486,-5.6109243748,-0.2736822048
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Vulpes vulpes,5,2,5,8.25394864044149E-005,0.69897,-4.0833382378,-4.7823082422,1.5676670942,0.7010820378,-5.3372421683,-1.4559319556,3.8813102127,-4.2104192878,-4.9093892878
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Zelotes sp,6,2,0.00000937,7.18585653465857E-007,-5.02826041,-6.1435214577,-1.1152610486,0.276035701,0.112691103,-6.5512936801,-5.7986028757,0.7526908044,-6.165388063,-1.137127653
Grand Cariaie marsh,Terrestrial,Marsh dominated by Cladietum marisci  Lake Neuchtel  Switzerland,{Cattin  2004 ,Zora sp,3,2,8.28E-008,0.000000049,-7.08196966,-7.3095936605,-0.2276239973,0.285416449,0.1647852637,-7.5622494372,-7,0.5622494372,-7.3665315444,-0.2845618844
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Abax parallelopipedus,2,2,0.000253789,5.18411033833193E-006,-3.5955272,-5.2853257635,-1.689798558,0.1148423167,0.0812057809,-5.3665315444,-5.2041199827,0.1624115618,-5.2853257635,-1.6897985635
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Ablaxis sp.,1,2,0.000000121,0.000000416,-6.91721463,-6.3809066694,0.5363079603,NA,NA,-6.3809066694,-6.3809066694,0,-6.3809066694,0.5363079606
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Acyrthosiphon pisum,1,2,0.00000174,0.07298088,-5.75945075,-1.1367909042,4.6226598475,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,4.6226598458
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Adalia bipunctata,4,2,0.00000625,1.49760120301646E-006,-5.20411998,-5.8246038197,-0.6204838371,0.0574365249,0.0287182625,-5.8728952016,-5.7594507517,0.1134444499,-5.8330346628,-0.6289146828
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Adalia decempunctata,4,2,0.00000538,1.49760120301646E-006,-5.26921772,-5.8246038197,-0.5553860954,0.0574365249,0.0287182625,-5.8728952016,-5.7594507517,0.1134444499,-5.8330346628,-0.5638169428
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Anaphes autumnalis,1,2,9.22E-008,0.00000522,-7.03526908,-5.282329497,1.7529395819,NA,NA,-5.282329497,-5.282329497,0,-5.282329497,1.752939583
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Anatis ocellata,4,2,0.0000331,1.49760120301646E-006,-4.48017201,-5.8246038197,-1.3444318135,0.0574365249,0.0287182625,-5.8728952016,-5.7594507517,0.1134444499,-5.8330346628,-1.3528626528
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Anthocoris nemoralis,10,2,0.00000324,3.20188090342059E-006,-5.48945499,-5.4945948261,-0.0051398363,0.2944997077,0.0931289847,-5.8728952016,-5.0958256317,0.7770695699,-5.3523594294,0.1370955606
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Anthocoris nemorum,10,2,0.00000324,3.20188090342059E-006,-5.48945499,-5.4945948261,-0.0051398363,0.2944997077,0.0931289847,-5.8728952016,-5.0958256317,0.7770695699,-5.3523594294,0.1370955606
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Anthocoris sarothamni,10,2,0.00000361,3.20188090342059E-006,-5.4424928,-5.4945948261,-0.052102028,0.2944997077,0.0931289847,-5.8728952016,-5.0958256317,0.7770695699,-5.3523594294,0.0901333706
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Anystis baccarum,7,2,0.000000218,4.54156730760414E-006,-6.66154351,-5.342794245,1.3187492614,0.2000072358,0.0755956295,-5.7520267336,-5.0958256317,0.6562011019,-5.282329497,1.379214013
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Apanteles fulvipes,1,2,0.00000198,0.0000405,-5.70333481,-4.3925449768,1.310789833,NA,NA,-4.3925449768,-4.3925449768,0,-4.3925449768,1.3107898332
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Apanteles vitripennis,2,2,0.00000231,9.78083048621129E-005,-5.63638802,-4.0096242679,1.6267637522,0.5415316598,0.3829207089,-4.3925449768,-3.626703559,0.7658414178,-4.0096242679,1.6267637521
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Aphanoginus venustus,1,2,0.000000196,0.000000351,-6.70774393,-6.4546928835,0.2530510451,NA,NA,-6.4546928835,-6.4546928835,0,-6.4546928835,0.2530510465
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Aphidius sp.1,1,2,0.0000012,0.00000174,-5.92081875,-5.7594507517,0.1613680022,NA,NA,-5.7594507517,-5.7594507517,0,-5.7594507517,0.1613679983
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Aphidius sp.2,1,2,0.00000164,0.00000174,-5.78515615,-5.7594507517,0.0257054002,NA,NA,-5.7594507517,-5.7594507517,0,-5.7594507517,0.0257053983
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Aphis sarathamni,1,2,0.00000161,0.07298088,-5.79317412,-1.1367909042,4.6563832197,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,4.6563832158
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Apion fuscirostre,1,2,0.000000982,0.07298088,-6.00788851,-1.1367909042,4.871097608,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,4.8710976058
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Apion immune,1,2,0.00000127,0.07298088,-5.89619628,-1.1367909042,4.7594053748,NA,NA,-1.1367909042,-1.1367909042,0,-1.1367909042,4.7594053758
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Aprostocetus brevicornis,2,2,0.000000959,7.96368633234635E-007,-6.01818139,-6.098885854,-0.0807044611,0.0393060072,0.0277935442,-6.1266793982,-6.0710923098,0.0555870884,-6.098885854,-0.080704464
Scotch Broom,Terrestrial,Community on Cytisis scoparius  Berkshire  UK,{Memmott  2000 ,Aprostocetus sp. nr.aethiops,1,2,0.000000959,0.000000747,-6.01818139,-6.1266793982,-0.1084980054,NA,NA,-6.1266793982,-6.1266793982,0,-6.1266793982,-0.1084980082
